,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Ppe,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Symbol,Company Name,Interest Income,Rent Expense Supplemental,Total Operating Income As Reported,Average Dilution Earnings,Other Special Charges,Impairment Of Capital Assets,Interest Income Non Operating,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Amortization,Amortization Of Intangibles Income Statement,Preferred Stock Dividends,Earnings From Equity Interest Net Of Tax,General And Administrative Expense,Other Gand A,Net Income Discontinuous Operations,Gain On Sale Of Business,Write Off,Salaries And Wages,Other Taxes,Provision For Doubtful Accounts,Total Other Finance Cost,Depreciation Income Statement,Insurance And Claims,Rent And Landing Fees,Excise Taxes,Depletion Income Statement,Securities Amortization
9/30/2023,0,0.244,730000000,,,476000000,56000000,2553000000,730000000,674000000,-22000000,22000000,476000000,476000000,3541000000,50100000,49900000,9.43,9.47,476000000,476000000,476000000,-17000000,493000000,493000000,159000000,652000000,7000000,7000000,,,,,,-22000000,22000000,667000000,988000000,,,,,988000000,1655000000,2553000000,4208000000,4208000000,GWW,"W.W. Grainger, Inc.",,,667000000,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,0,0.24,725000000,,,470000000,56000000,2538000000,725000000,669000000,-24000000,24000000,470000000,470000000,3521000000,50300000,50100000,9.28,9.32,470000000,470000000,470000000,-20000000,490000000,490000000,155000000,645000000,8000000,8000000,,,,,,-24000000,24000000,661000000,983000000,,,,,983000000,1644000000,2538000000,4182000000,4182000000,GWW,"W.W. Grainger, Inc.",,,661000000,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,0,0.233,736000000,,,488000000,50000000,2457000000,736000000,686000000,-24000000,24000000,488000000,488000000,3411000000,50500000,50200000,9.61,9.66,488000000,488000000,488000000,-20000000,508000000,508000000,154000000,662000000,6000000,6000000,,,,,,-24000000,24000000,680000000,954000000,,,,,954000000,1634000000,2457000000,4091000000,4091000000,GWW,"W.W. Grainger, Inc.",,,680000000,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,13736000,0.034,277000000,404000000,404000000,522000000,102000000,1395000000,681000000,579000000,8000000,38000000,131736000,522000000,1669000000,105903591,102777418,4.93,5.08,522000000,522000000,522000000,0,522000000,522000000,19000000,541000000,488000000,9000000,-12000000,,1000000,75000000,416000000,8000000,38000000,45000000,264000000,,92000000,92000000,,172000000,309000000,1405000000,1714000000,890000000,H,Hyatt Hotels Corporation,46000000,,,,-6000000,17000000,46000000,,,,,,,172000000,172000000,,,,,,,,,,,,,
12/31/2023,5250000,0.21,138000000,25000000,25000000,26000000,114000000,1351000000,163000000,49000000,-22000000,40000000,6250000,26000000,1646000000,106100000,103200000,0.25,0.26,26000000,26000000,26000000,0,26000000,26000000,-17000000,9000000,17000000,-3000000,-28000000,,17000000,-5000000,53000000,-22000000,40000000,14000000,281000000,,100000000,100000000,,181000000,295000000,1365000000,1660000000,820000000,H,Hyatt Hotels Corporation,18000000,,,,-6000000,17000000,18000000,,,,,,,,,,,,,,0,,,,,,,
9/30/2023,-5010000,0.334,266000000,-15000000,-15000000,68000000,109000000,1274000000,251000000,142000000,-17000000,41000000,77990000,68000000,1497000000,106859757,104335826,0.63,0.65,68000000,68000000,68000000,0,68000000,68000000,33000000,101000000,-7000000,1000000,-2000000,,2000000,7000000,-13000000,-17000000,41000000,125000000,214000000,,100000000,100000000,,131000000,339000000,1283000000,1622000000,801000000,H,Hyatt Hotels Corporation,24000000,,,,-6000000,6000000,24000000,,,,,,,,,,,,,,-17000000,,,,,,,
6/30/2023,-1395000,0.279,240000000,-5000000,-5000000,68000000,109000000,1347000000,235000000,126000000,-16000000,31000000,71605000,68000000,1598000000,107980373,105533506,0.63,0.64,68000000,68000000,68000000,0,68000000,68000000,27000000,95000000,4000000,10000000,-4000000,,4000000,-1000000,-1000000,-16000000,31000000,107000000,241000000,,99000000,99000000,,142000000,348000000,1357000000,1705000000,862000000,H,Hyatt Hotels Corporation,15000000,,,,-5000000,5000000,15000000,,,,,,,,,,,,,,0,,,,,,,
3/31/2023,7140000,0.21,211000000,34000000,34000000,58000000,107000000,1336000000,245000000,138000000,2000000,33000000,31140000,58000000,1600000000,108930212,106389110,0.53,0.55,58000000,58000000,58000000,0,58000000,58000000,47000000,105000000,23000000,-9000000,-9000000,,11000000,-2000000,43000000,2000000,33000000,80000000,255000000,,98000000,98000000,,157000000,335000000,1345000000,1680000000,873000000,H,Hyatt Hotels Corporation,35000000,,,,-4000000,2000000,35000000,,,,,,,157000000,157000000,,,,,,,,,,,,,
3/31/2024,0,0.226,1164000000,,,606000000,263000000,4722000000,1164000000,901000000,-92000000,114000000,606000000,606000000,4817000000,891000000,889000000,0.68,0.68,606000000,606000000,606000000,-3000000,609000000,609000000,178000000,787000000,-108000000,-108000000,,,,,,-92000000,114000000,987000000,95000000,34000000,,,,61000000,1082000000,4722000000,5804000000,5804000000,HAL,Halliburton Company,22000000,,987000000,,,,22000000,,,,,,,61000000,61000000,,,,,,,,,,,,,
12/31/2023,-27564071.86,0.201198,1542000000,-137000000,-137000000,661000000,256000000,4606000000,1405000000,1149000000,-233000000,314000000,770435928.1,661000000,4579000000,897000000,893000000,0.74,0.74,661000000,661000000,661000000,-6000000,667000000,667000000,168000000,835000000,-92000000,45000000,0,,,,-137000000,-233000000,314000000,1160000000,-27000000,-87000000,,,,60000000,1133000000,4606000000,5739000000,5739000000,HAL,Halliburton Company,,,1058000000,,,,,,,,,,,60000000,60000000,,,0,,,,,,,,,,
9/30/2023,0,0.21,1265000000,0,0,716000000,256000000,4686000000,1265000000,1009000000,-93000000,93000000,716000000,716000000,4767000000,902000000,898000000,0.79,0.8,716000000,716000000,716000000,-8000000,724000000,724000000,192000000,916000000,-28000000,-28000000,0,,,,,-93000000,93000000,1037000000,81000000,23000000,,,,58000000,1118000000,4686000000,5804000000,5804000000,HAL,Halliburton Company,,,1037000000,,,,,,,,,,,58000000,58000000,,,0,,,,,,,,,,
6/30/2023,-22152000,0.213,1252000000,-104000000,-104000000,610000000,245000000,4720000000,1148000000,903000000,-92000000,120000000,691848000,610000000,4774000000,903000000,901000000,0.68,0.68,610000000,610000000,610000000,-6000000,616000000,616000000,167000000,783000000,-149000000,-45000000,0,,,,-104000000,-92000000,120000000,1024000000,54000000,,,,,54000000,1078000000,4720000000,5798000000,5798000000,HAL,Halliburton Company,28000000,,1011000000,,,,28000000,,,,,,,54000000,54000000,,,0,,,,,,,,,,
3/31/2023,0,0.21,1188000000,0,0,651000000,241000000,4646000000,1188000000,947000000,-101000000,118000000,651000000,651000000,4700000000,907000000,904000000,0.72,0.72,651000000,651000000,651000000,-4000000,655000000,655000000,174000000,829000000,-47000000,-47000000,0,,,,,-101000000,118000000,977000000,54000000,,,,,54000000,1031000000,4646000000,5677000000,5677000000,HAL,Halliburton Company,17000000,,977000000,,,,17000000,,,,,,,54000000,54000000,,,0,,,,,,,,,,
3/31/2024,-2466100,0.271,175000000,-9100000,-9100000,58200000,46400000,225700000,165900000,119500000,-30200000,38500000,64833900,58200000,632000000,139300000,139100000,0.42,0.42,58200000,58200000,58200000,-900000,59100000,59100000,21900000,81000000,-14100000,-5000000,-9100000,,,,,-30200000,38500000,125300000,376900000,8100000,17000000,17000000,65500000,286300000,502200000,255100000,757300000,757300000,HAS,"Hasbro, Inc.",8300000,,116200000,,,,8300000,51500000,,17000000,17000000,,,234800000,234800000,,-9100000,,,,,,,,,,,
12/31/2023,-151938965.6,0.148089,8300000,-1026000000,-1026000000,-1061100000,181200000,543200000,-1017700000,-1198900000,-38900000,46300000,-187038965.6,-1061100000,1461500000,139100000,138900000,-7.64,-7.64,-1061100000,-1061100000,-1061100000,-300000,-1060800000,-1060800000,-184400000,-1245200000,-1033700000,-7700000,-1026000000,,,,,-38900000,46300000,-172600000,755000000,123600000,17900000,17900000,74500000,539000000,582400000,706500000,1288900000,1288900000,HAS,"Hasbro, Inc.",7400000,,-1198600000,,,960000000,7400000,-941400000,,17900000,17900000,,,,,,,,,,,,,,,,,
9/30/2023,-98120000,0.207442,426100000,-473000000,-473000000,-171100000,121000000,499600000,-46900000,-167900000,-43300000,47100000,203780000,-171100000,1199900000,138800000,138800000,-1.23,-1.23,-171100000,-171100000,-171100000,-700000,-170400000,-170400000,-44600000,-215000000,-475200000,-2200000,-473000000,-473000000,,,,-43300000,47100000,303500000,598500000,68400000,19200000,19200000,76700000,434200000,902000000,601400000,1503400000,1503400000,HAS,"Hasbro, Inc.",3800000,,-169500000,,,0,3800000,434200000,,19200000,19200000,,,,,,,,,,,,,,,,,
6/30/2023,-48552000,0.21,237800000,-231200000,-231200000,-235000000,187900000,307000000,6600000,-181300000,-40800000,46600000,-52352000,-235000000,1167400000,138800000,138800000,-1.69,-1.69,-235000000,-235000000,-235000000,-100000,-234900000,-234900000,7000000,-227900000,-229700000,1500000,-231200000,,,,,-40800000,46600000,42600000,695300000,134400000,22800000,22800000,72400000,465700000,737900000,472100000,1210000000,1210000000,HAS,"Hasbro, Inc.",5800000,,-188600000,,,231200000,5800000,465700000,,22800000,22800000,,,,,,,,,,,,,,,,,
3/31/2023,0,0.21,194800000,0,0,-22100000,169500000,207900000,194800000,25300000,-40300000,46300000,-22100000,-22100000,983100000,138600000,138600000,-0.16,-0.16,-22100000,-22100000,-22100000,-400000,-21700000,-21700000,700000,-21000000,1400000,1400000,0,,,,,-40300000,46300000,17900000,628800000,122500000,23100000,23100000,83300000,399900000,646700000,354300000,1001000000,1001000000,HAS,"Hasbro, Inc.",6000000,,17900000,,,,6000000,82800000,,23100000,23100000,,,317100000,317100000,,0,,,,,,,,,,,
3/31/2024,0,0.168,,,,419000000,190000000,,,,1287000000,1093000000,419000000,419000000,,1473335000,1448492000,0.26,0.26,383000000,383000000,419000000,-5000000,424000000,424000000,86000000,510000000,,,,,,,0,,,,,,16000000,16000000,,721000000,,,1754000000,1754000000,HBAN,Huntington Bancshares Incorporated,2380000000,,,,,,,28000000,,12000000,12000000,36000000,,693000000,,,,,639000000,,,,4000000,54000000,,,,
12/31/2023,0,0.21,,,,243000000,240000000,,,,1316000000,1034000000,243000000,243000000,,1469000000,1448000000,0.15,0.15,215000000,215000000,243000000,-5000000,248000000,248000000,-1000000,247000000,,,,,,,-3000000,,,,,,17000000,17000000,,908000000,,,1778000000,1778000000,HBAN,Huntington Bancshares Incorporated,2350000000,,,,,,,29000000,,12000000,12000000,36000000,,879000000,,,,,645000000,,,,5000000,234000000,,,,
9/30/2023,-1581395.349,0.197674,,-8000000,-8000000,547000000,214000000,,,,1368000000,945000000,553418604.7,547000000,,1467611000,1447993000,0.35,0.35,510000000,510000000,547000000,-5000000,552000000,552000000,136000000,688000000,,,-8000000,,8000000,,0,,,,,,18000000,18000000,,676000000,,,1877000000,1877000000,HBAN,Huntington Bancshares Incorporated,2313000000,,,,,,,29000000,,12000000,12000000,37000000,,647000000,,,,,622000000,,,,6000000,25000000,,,,
6/30/2023,0,0.193,,,,559000000,202000000,,,,1346000000,879000000,559000000,559000000,,1465720000,1446372000,0.35,0.36,519000000,519000000,559000000,-6000000,565000000,565000000,134000000,699000000,,,,,,,-5000000,,,,,,21000000,21000000,,668000000,,,1841000000,1841000000,HBAN,Huntington Bancshares Incorporated,2225000000,,,,,,,32000000,,13000000,13000000,40000000,,636000000,,,,,613000000,,,,8000000,23000000,,,,
3/31/2023,0,0.192,,,,602000000,142000000,,,,1409000000,619000000,602000000,602000000,,1469279000,1443268000,0.39,0.4,573000000,573000000,602000000,-4000000,606000000,606000000,144000000,750000000,,,,,,,1000000,,,,,,21000000,21000000,,694000000,,,1921000000,1921000000,HBAN,Huntington Bancshares Incorporated,2028000000,,,,,,,25000000,,13000000,13000000,29000000,,669000000,,,,,649000000,,,,8000000,20000000,,,,
3/31/2024,0,0.4,67911000,,,-39122000,25076000,695274000,67911000,42835000,-66689000,66689000,-39122000,-39122000,1104095000,351576000,351576000,-0.11,-0.11,-39122000,-39122000,-39122000,,-39122000,-39122000,15268000,-23854000,-9271000,-9271000,,,,,,-66689000,66689000,52106000,408821000,,,,,408821000,460927000,695274000,1156201000,1156201000,HBI,Hanesbrands Inc.,,,52106000,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,0,0.21,115179000,,,77941000,26457000,803158000,115179000,88722000,-69688000,69688000,77941000,77941000,1200730000,351566000,350765000,0.22,0.22,77941000,77941000,77941000,,77941000,77941000,-58907000,19034000,-7375000,-7375000,,,,,,-69688000,69688000,96097000,397572000,,,,,397572000,493669000,803158000,1296827000,1296827000,HBI,Hanesbrands Inc.,,,96097000,,,,,,,,,,,,,0,,,,,,,,,,,,
9/30/2023,0,0.21,84985000,,,-38799000,28134000,1040995000,84985000,56851000,-72609000,72609000,-38799000,-38799000,1445344000,350667000,350667000,-0.11,-0.11,-38799000,-38799000,-38799000,,-38799000,-38799000,23041000,-15758000,-9111000,-9111000,,,,,,-72609000,72609000,65962000,404349000,,,,,404349000,470311000,1040995000,1511306000,1511306000,HBI,Hanesbrands Inc.,,,65962000,,,,,,,,,,,,,0,,,,,,,,,,,,
6/30/2023,0,0.21,88236000,,,-22464000,26095000,956243000,88236000,62141000,-74605000,74605000,-22464000,-22464000,1369576000,350501000,350501000,-0.06,-0.06,-22464000,-22464000,-22464000,,-22464000,-22464000,10000000,-12464000,-7263000,-7263000,,,,,,-74605000,74605000,69404000,413333000,,,,,413333000,482737000,956243000,1438980000,1438980000,HBI,Hanesbrands Inc.,,,69404000,,,,,,,,,,,,,0,,,,,,,,,,,,
3/31/2023,0,0.21,66899000,,,-34404000,24351000,939717000,66899000,42548000,-58452000,58452000,-34404000,-34404000,1332091000,350435000,350435000,-0.1,-0.1,-34404000,-34404000,-34404000,,-34404000,-34404000,18500000,-15904000,-14771000,-14771000,,,,,,-58452000,58452000,57319000,392374000,,,,,392374000,449693000,939717000,1389410000,1389410000,HBI,Hanesbrands Inc.,,,57319000,,,,,,,,,,,,,0,,,,,,,,,,,,
3/31/2024,43818000,0.218,3353000000,201000000,201000000,1591000000,795000000,2671000000,3554000000,2759000000,-512000000,512000000,1433818000,1591000000,14779000000,268016000,264435000,5.93,6.01,1591000000,1591000000,1591000000,-211000000,1802000000,1802000000,445000000,2247000000,199000000,,201000000,,,-2000000,,-512000000,512000000,2560000000,12108000000,3606000000,795000000,795000000,,7707000000,14668000000,2671000000,17339000000,16799000000,HCA,"HCA Healthcare, Inc.",,,,,,,,,,,,,,7707000000,,,201000000,,7707000000,,,,,,,,,
12/31/2023,1444776.119,0.206397,3618000000,7000000,7000000,1607000000,789000000,2584000000,3625000000,2836000000,-491000000,491000000,1601444776,1607000000,14502000000,271186000,265537300,5.93,6.05188,1607000000,1607000000,1607000000,-254000000,1861000000,1861000000,484000000,2345000000,35000000,,7000000,,,28000000,,-491000000,491000000,2801000000,11918000000,3559000000,789000000,789000000,,7570000000,14719000000,2584000000,17303000000,16803000000,HCA,"HCA Healthcare, Inc.",,,,,,,,,,,,,,7570000000,,,7000000,,7570000000,,,,,,,,,
9/30/2023,496000,0.248,2880000000,2000000,2000000,1079000000,769000000,2417000000,2882000000,2113000000,-483000000,483000000,1077496000,1079000000,14121000000,275424000,271173000,3.91,3.98,1079000000,1079000000,1079000000,-196000000,1275000000,1275000000,355000000,1630000000,21000000,,2000000,2000000,,19000000,,-483000000,483000000,2092000000,11704000000,3379000000,769000000,769000000,,7556000000,13796000000,2417000000,16213000000,15197000000,HCA,"HCA Healthcare, Inc.",,,,,,,,,,,,,,7556000000,,,2000000,,7556000000,,,,,,,,,
6/30/2023,249000,0.249,3056000000,1000000,1000000,1193000000,763000000,2478000000,3057000000,2294000000,-485000000,485000000,1192249000,1193000000,13561000000,278198000,274494000,4.29,4.35,1193000000,1193000000,1193000000,-219000000,1412000000,1412000000,397000000,1809000000,-6000000,,1000000,1000000,,-7000000,,-485000000,485000000,2300000000,11083000000,3043000000,763000000,763000000,,7277000000,13383000000,2478000000,15861000000,14951000000,HCA,"HCA Healthcare, Inc.",,,,,,,,,,,,,,7277000000,,,1000000,,7277000000,,,,,,,,,
3/31/2023,-3270000,0.218,3172000000,-15000000,-15000000,1363000000,756000000,2423000000,3157000000,2401000000,-479000000,479000000,1374730000,1363000000,13157000000,280961000,276910000,4.85,4.92,1363000000,1363000000,1363000000,-180000000,1543000000,1543000000,379000000,1922000000,-33000000,,-15000000,-15000000,,-18000000,,-479000000,479000000,2434000000,10734000000,2894000000,756000000,756000000,,7084000000,13168000000,2423000000,15591000000,14943000000,HCA,"HCA Healthcare, Inc.",,,,,,,,,,,,,,7084000000,,,-15000000,,7084000000,,,,,,,,,
3/31/2024,0,0.245936,2085000000,,,972000000,557000000,1025000000,2085000000,1528000000,-113000000,113000000,972000000,972000000,1813000000,307900000,306400000,3.16,3.17,972000000,972000000,972000000,-95000000,1067000000,1067000000,348000000,1415000000,32000000,32000000,,,,,,-113000000,113000000,1496000000,788000000,42000000,,,,746000000,2284000000,1025000000,3309000000,3308000000,HES,Hess Corporation,,,,,,,,622000000,,,,,,124000000,124000000,,,,,,,,,,,,,
12/31/2023,0,0.265693,1410000000,0,0,413000000,609000000,1093000000,1410000000,801000000,-116000000,116000000,413000000,413000000,2234000000,307900000,307158272,1.34,1.344584,413000000,413000000,413000000,-90000000,503000000,503000000,182000000,685000000,24000000,24000000,0,0,,,,-116000000,116000000,777000000,1141000000,87000000,,,,1054000000,1918000000,1093000000,3011000000,3035000000,HES,Hess Corporation,,,,,,,,886000000,,,,,,168000000,168000000,,,0,,,,,,,,,,
9/30/2023,526315.7895,0.263158,1528000000,2000000,2000000,504000000,596000000,1027000000,1530000000,934000000,-117000000,117000000,502526315.8,504000000,1903000000,307700000,307151680,1.64,1.640883,504000000,504000000,504000000,-98000000,602000000,602000000,215000000,817000000,37000000,35000000,2000000,2000000,,,,-117000000,117000000,897000000,876000000,65000000,,,,811000000,1773000000,1027000000,2800000000,2853000000,HES,Hess Corporation,,,,,,,,696000000,,,,,,115000000,115000000,,,0,,,,,,,,,,
6/30/2023,-17220000,0.21,1066000000,-82000000,-82000000,119000000,497000000,997000000,984000000,487000000,-122000000,122000000,183780000,119000000,1751000000,307500000,307061031,0.387545,0.387545,119000000,119000000,119000000,-86000000,205000000,205000000,160000000,365000000,-51000000,31000000,-82000000,0,,,,-122000000,122000000,538000000,754000000,99000000,,,,655000000,1292000000,997000000,2289000000,2337000000,HES,Hess Corporation,,,,,,,,547000000,,,,,,108000000,108000000,,,82000000,,,,,,,,,,
3/31/2023,0,0.291391,1218000000,0,0,346000000,491000000,921000000,1218000000,727000000,-123000000,123000000,346000000,346000000,1726000000,307300000,307051889,1.126845,1.126845,346000000,346000000,346000000,-82000000,428000000,428000000,176000000,604000000,42000000,42000000,0,0,,,,-123000000,123000000,685000000,805000000,66000000,,,,739000000,1490000000,921000000,2411000000,2442000000,HES,Hess Corporation,,,,,,,,603000000,,,,,,136000000,136000000,,,,,,,,,,,,,
3/31/2024,-173435.7849,0.173436,,-1000000,-1000000,753000000,127000000,,,961000000,-50000000,50000000,753826564.2,753000000,5489000000,302600000,298100000,2.47,2.51,748000000,748000000,753000000,,753000000,753000000,158000000,911000000,19000000,,-1000000,,1000000,,,-50000000,50000000,,,-3000000,,18000000,,,,,6400000000,6400000000,HIG,"The Hartford Financial Services Group, Inc.",,,,,,,,,,18000000,,5000000,,,,,,,,,,,,,,,,
12/31/2023,-376842.1053,0.188421,,-2000000,-2000000,771000000,124000000,,,999000000,-49000000,49000000,772623157.9,771000000,5373000000,305100000,300300000,2.51,2.55,766000000,766000000,771000000,,771000000,771000000,179000000,950000000,18000000,,-2000000,,2000000,,,-49000000,49000000,,,5000000,,18000000,,,,,6323000000,6323000000,HIG,"The Hartford Financial Services Group, Inc.",,,,,,,,,,18000000,,5000000,,,,,,,,,,,,,,,,
